|       t |         S |         I |         R |
|    99.4 |       100 |       100 |       200 |
|    99.5 |       100 |       100 |       200 |
|    99.6 |       100 |       100 |       200 |
|    99.7 |       100 |       100 |       200 |
|    99.8 |       100 |       100 |       200 |
|    99.9 |       100 |       100 |       200 |
|     100 |       100 |       100 |       200 |
-----------------------------------------
|       0 |       300 |       100 |         0 |
|     0.1 |       270 |       110 |        20 |
|     0.2 |     241.3 |     117.7 |        41 |
|     0.3 |   214.949 |   122.561 |     62.49 |
|     0.4 |   191.729 |   124.393 |   83.8777 |
|     0.5 |   172.073 |   123.364 |   104.562 |
|     0.6 |   156.074 |   119.919 |   124.007 |
|     0.7 |   143.558 |   114.652 |   141.791 |
|     0.8 |   134.188 |    108.18 |   157.631 |
|     0.9 |   127.553 |   101.061 |   171.386 |
|       1 |   123.232 |   93.7393 |   183.029 |
|     1.1 |   120.832 |   86.5431 |   192.625 |
|     1.2 |   120.006 |   79.6916 |   200.303 |
|     1.3 |   120.457 |   73.3168 |   206.226 |
|     1.4 |   121.937 |    67.485 |   210.578 |
|     1.5 |   124.237 |   62.2169 |   213.546 |
|     1.6 |   127.185 |   57.5032 |   215.312 |
|     1.7 |   130.637 |   53.3161 |   216.047 |
|     1.8 |   134.474 |   49.6179 |   215.908 |
|     1.9 |   138.597 |   46.3666 |   215.036 |
|       2 |   142.923 |   43.5196 |   213.558 |
|     2.1 |   147.381 |   41.0356 |   211.584 |
|     2.2 |   151.912 |   38.8764 |   209.212 |
|     2.3 |   156.467 |   37.0069 |   206.526 |
|     2.4 |   161.003 |   35.3958 |   203.601 |
|     2.5 |   165.484 |   34.0155 |     200.5 |
|     2.6 |    169.88 |   32.8414 |   197.279 |
|     2.7 |   174.165 |   31.8522 |   193.983 |
|     2.8 |   178.316 |   31.0293 |   190.654 |
|     2.9 |   182.316 |   30.3565 |   187.327 |
|       3 |   186.148 |   29.8197 |   184.032 |
|     3.1 |   189.799 |   29.4066 |   180.795 |
|     3.2 |   193.257 |   29.1066 |   177.636 |
|     3.3 |   196.514 |   28.9104 |   174.576 |
|     3.4 |   199.561 |   28.8096 |   171.629 |
|     3.5 |   202.394 |    28.797 |   168.809 |
|     3.6 |   205.006 |   28.8659 |   166.128 |
|     3.7 |   207.394 |   29.0104 |   163.595 |
|     3.8 |   209.558 |   29.2249 |   161.217 |
|     3.9 |   211.494 |   29.5042 |   159.002 |
|       4 |   213.204 |   29.8433 |   156.952 |
|     4.1 |   214.689 |   30.2374 |   155.073 |
|     4.2 |   215.951 |   30.6816 |   153.367 |
|     4.3 |   216.994 |    31.171 |   151.835 |
|     4.4 |   217.822 |   31.7007 |   150.478 |
|     4.5 |    218.44 |   32.2657 |   149.294 |
|     4.6 |   218.857 |   32.8606 |   148.282 |
|     4.7 |   219.079 |   33.4803 |    147.44 |
|     4.8 |   219.117 |   34.1191 |   146.764 |
|     4.9 |   218.979 |   34.7713 |    146.25 |
|       5 |   218.677 |   35.4312 |   145.892 |
|     5.1 |   218.224 |    36.093 |   145.683 |
|     5.2 |   217.631 |   36.7507 |   145.618 |
|     5.3 |   216.914 |   37.3987 |   145.687 |
|     5.4 |   216.086 |   38.0313 |   145.882 |
|     5.5 |   215.162 |   38.6431 |   146.195 |
|     5.6 |   214.158 |    39.229 |   146.613 |
|     5.7 |   213.087 |   39.7844 |   147.129 |
|     5.8 |   211.966 |    40.305 |   147.729 |
|     5.9 |   210.809 |   40.7873 |   148.404 |
|       6 |   209.631 |   41.2282 |   149.141 |
|     6.1 |   208.445 |   41.6252 |   149.929 |
|     6.2 |   207.265 |   41.9768 |   150.758 |
|     6.3 |   206.103 |   42.2818 |   151.615 |
|     6.4 |   204.969 |   42.5398 |   152.491 |
|     6.5 |   203.874 |   42.7512 |   153.374 |
|     6.6 |   202.827 |   42.9168 |   154.256 |
|     6.7 |   201.835 |   43.0381 |   155.127 |
|     6.8 |   200.905 |   43.1171 |   155.978 |
|     6.9 |   200.041 |   43.1562 |   156.802 |
|       7 |   199.249 |   43.1579 |   157.593 |
|     7.1 |   198.529 |   43.1255 |   158.345 |
|     7.2 |   197.885 |   43.0621 |   159.053 |
|     7.3 |   197.316 |    42.971 |   159.713 |
|     7.4 |   196.823 |   42.8557 |   160.322 |
|     7.5 |   196.404 |   42.7195 |   160.877 |
|     7.6 |   196.057 |   42.5659 |   161.377 |
|     7.7 |   195.781 |   42.3981 |   161.821 |
|     7.8 |   195.571 |   42.2192 |    162.21 |
|     7.9 |   195.425 |   42.0322 |   162.543 |
|       8 |   195.338 |   41.8399 |   162.822 |
|     8.1 |   195.306 |   41.6448 |   163.049 |
|     8.2 |   195.325 |   41.4494 |   163.226 |
|     8.3 |    195.39 |   41.2556 |   163.354 |
|     8.4 |   195.497 |   41.0654 |   163.438 |
|     8.5 |   195.641 |   40.8805 |   163.479 |
|     8.6 |   195.817 |   40.7023 |   163.481 |
|     8.7 |   196.021 |    40.532 |   163.447 |
|     8.8 |   196.248 |   40.3707 |   163.381 |
|     8.9 |   196.494 |   40.2192 |   163.286 |
|       9 |   196.756 |   40.0782 |   163.166 |
|     9.1 |   197.028 |   39.9482 |   163.023 |
|     9.2 |   197.309 |   39.8295 |   162.862 |
|     9.3 |   197.593 |   39.7223 |   162.685 |
|     9.4 |   197.878 |   39.6267 |   162.495 |
|     9.5 |   198.162 |   39.5426 |   162.295 |
|     9.6 |   198.441 |     39.47 |   162.089 |
|     9.7 |   198.713 |   39.4084 |   161.879 |
|     9.8 |   198.976 |   39.3577 |   161.666 |
|     9.9 |   199.228 |   39.3174 |   161.455 |
|      10 |   199.468 |    39.287 |   161.245 |
|    10.1 |   199.693 |   39.2661 |   161.041 |
|    10.2 |   199.904 |   39.2541 |   160.842 |
|    10.3 |   200.099 |   39.2503 |    160.65 |
|    10.4 |   200.278 |   39.2542 |   160.468 |
|    10.5 |   200.439 |   39.2651 |   160.295 |
|    10.6 |   200.584 |   39.2824 |   160.134 |
|    10.7 |   200.711 |   39.3053 |   159.983 |
|    10.8 |   200.821 |   39.3332 |   159.845 |
|    10.9 |   200.915 |   39.3656 |    159.72 |
|      11 |   200.992 |   39.4016 |   159.607 |
|    11.1 |   201.053 |   39.4406 |   159.507 |
|    11.2 |   201.098 |   39.4821 |    159.42 |
|    11.3 |   201.129 |   39.5255 |   159.345 |
|    11.4 |   201.147 |   39.5701 |   159.283 |
|    11.5 |   201.152 |   39.6155 |   159.233 |
|    11.6 |   201.145 |   39.6612 |   159.194 |
|    11.7 |   201.127 |   39.7065 |   159.167 |
|    11.8 |   201.099 |   39.7513 |    159.15 |
|    11.9 |   201.063 |    39.795 |   159.143 |
|      12 |   201.018 |   39.8372 |   159.144 |
|    12.1 |   200.968 |   39.8778 |   159.155 |
|    12.2 |   200.911 |   39.9164 |   159.172 |
|    12.3 |    200.85 |   39.9528 |   159.197 |
|    12.4 |   200.785 |   39.9867 |   159.228 |
|    12.5 |   200.718 |   40.0181 |   159.264 |
|    12.6 |   200.649 |   40.0469 |   159.304 |
|    12.7 |   200.579 |   40.0729 |   159.348 |
|    12.8 |   200.508 |   40.0961 |   159.396 |
|    12.9 |   200.439 |   40.1164 |   159.445 |
|      13 |    200.37 |    40.134 |   159.496 |
|    13.1 |   200.303 |   40.1489 |   159.548 |
|    13.2 |   200.239 |   40.1611 |     159.6 |
|    13.3 |   200.177 |   40.1706 |   159.653 |
|    13.4 |   200.118 |   40.1777 |   159.704 |
|    13.5 |   200.063 |   40.1825 |   159.754 |
|    13.6 |   200.012 |    40.185 |   159.803 |
|    13.7 |   199.964 |   40.1855 |    159.85 |
|    13.8 |   199.921 |   40.1841 |   159.895 |
|    13.9 |   199.882 |   40.1809 |   159.937 |
|      14 |   199.848 |   40.1762 |   159.976 |
|    14.1 |   199.817 |   40.1701 |   160.012 |
|    14.2 |   199.791 |   40.1627 |   160.046 |
|    14.3 |    199.77 |   40.1543 |   160.076 |
|    14.4 |   199.752 |   40.1451 |   160.103 |
|    14.5 |   199.738 |   40.1351 |   160.127 |
|    14.6 |   199.728 |   40.1246 |   160.148 |
|    14.7 |   199.721 |   40.1137 |   160.165 |
|    14.8 |   199.718 |   40.1025 |    160.18 |
|    14.9 |   199.718 |   40.0912 |   160.191 |
|      15 |    199.72 |   40.0798 |     160.2 |
|    15.1 |   199.725 |   40.0686 |   160.206 |
|    15.2 |   199.733 |   40.0576 |   160.209 |
|    15.3 |   199.743 |   40.0469 |    160.21 |
|    15.4 |   199.754 |   40.0366 |   160.209 |
|    15.5 |   199.767 |   40.0268 |   160.206 |
|    15.6 |   199.781 |   40.0175 |   160.201 |
|    15.7 |   199.797 |   40.0087 |   160.195 |
|    15.8 |   199.813 |   40.0006 |   160.187 |
|    15.9 |    199.83 |   39.9931 |   160.177 |
|      16 |   199.847 |   39.9863 |   160.167 |
|    16.1 |   199.864 |   39.9801 |   160.156 |
|    16.2 |   199.881 |   39.9747 |   160.144 |
|    16.3 |   199.898 |   39.9699 |   160.132 |
|    16.4 |   199.915 |   39.9659 |   160.119 |
|    16.5 |   199.931 |   39.9625 |   160.107 |
|    16.6 |   199.947 |   39.9597 |   160.094 |
|    16.7 |   199.961 |   39.9576 |   160.081 |
|    16.8 |   199.976 |    39.956 |   160.068 |
|    16.9 |   199.989 |    39.955 |   160.056 |
|      17 |   200.001 |   39.9546 |   160.044 |
|    17.1 |   200.012 |   39.9546 |   160.033 |
|    17.2 |   200.022 |   39.9551 |   160.022 |
|    17.3 |   200.032 |    39.956 |   160.012 |
|    17.4 |    200.04 |   39.9573 |   160.003 |
|    17.5 |   200.047 |   39.9589 |   159.994 |
|    17.6 |   200.053 |   39.9607 |   159.986 |
|    17.7 |   200.058 |   39.9629 |   159.979 |
|    17.8 |   200.062 |   39.9652 |   159.973 |
|    17.9 |   200.065 |   39.9677 |   159.967 |
|      18 |   200.067 |   39.9703 |   159.962 |
|    18.1 |   200.069 |    39.973 |   159.958 |
|    18.2 |   200.069 |   39.9757 |   159.955 |
|    18.3 |   200.069 |   39.9785 |   159.952 |
|    18.4 |   200.068 |   39.9813 |    159.95 |
|    18.5 |   200.067 |    39.984 |   159.949 |
|    18.6 |   200.065 |   39.9867 |   159.948 |
|    18.7 |   200.062 |   39.9893 |   159.948 |
|    18.8 |   200.059 |   39.9917 |   159.949 |
|    18.9 |   200.056 |   39.9941 |    159.95 |
|      19 |   200.053 |   39.9964 |   159.951 |
|    19.1 |   200.049 |   39.9985 |   159.953 |
|    19.2 |   200.045 |   40.0004 |   159.955 |
|    19.3 |   200.041 |   40.0022 |   159.957 |
|    19.4 |   200.036 |   40.0038 |    159.96 |
|    19.5 |   200.032 |   40.0053 |   159.963 |
|    19.6 |   200.028 |   40.0066 |   159.965 |
|    19.7 |   200.024 |   40.0077 |   159.969 |
|    19.8 |    200.02 |   40.0086 |   159.972 |
|    19.9 |   200.016 |   40.0094 |   159.975 |
|      20 |   200.012 |   40.0101 |   159.978 |
|    20.1 |   200.008 |   40.0105 |   159.981 |
|    20.2 |   200.005 |   40.0109 |   159.984 |
|    20.3 |   200.002 |   40.0111 |   159.987 |
|    20.4 |   199.999 |   40.0112 |    159.99 |
|    20.5 |   199.996 |   40.0111 |   159.993 |
|    20.6 |   199.994 |    40.011 |   159.995 |
|    20.7 |   199.992 |   40.0107 |   159.998 |
|    20.8 |    199.99 |   40.0104 |       160 |
|    20.9 |   199.988 |     40.01 |   160.002 |
|      21 |   199.987 |   40.0095 |   160.004 |
|    21.1 |   199.985 |   40.0089 |   160.006 |
|    21.2 |   199.985 |   40.0084 |   160.007 |
|    21.3 |   199.984 |   40.0077 |   160.008 |
|    21.4 |   199.983 |   40.0071 |    160.01 |
|    21.5 |   199.983 |   40.0064 |   160.011 |
|    21.6 |   199.983 |   40.0058 |   160.011 |
|    21.7 |   199.983 |   40.0051 |   160.012 |
|    21.8 |   199.983 |   40.0044 |   160.012 |
|    21.9 |   199.984 |   40.0037 |   160.013 |
|      22 |   199.984 |   40.0031 |   160.013 |
|    22.1 |   199.985 |   40.0024 |   160.013 |
|    22.2 |   199.986 |   40.0018 |   160.013 |
|    22.3 |   199.986 |   40.0013 |   160.012 |
|    22.4 |   199.987 |   40.0007 |   160.012 |
|    22.5 |   199.988 |   40.0002 |   160.011 |
|    22.6 |   199.989 |   39.9998 |   160.011 |
|    22.7 |    199.99 |   39.9993 |    160.01 |
|    22.8 |   199.991 |   39.9989 |    160.01 |
|    22.9 |   199.992 |   39.9986 |   160.009 |
|      23 |   199.993 |   39.9983 |   160.008 |
|    23.1 |   199.994 |    39.998 |   160.007 |
|    23.2 |   199.995 |   39.9978 |   160.007 |
|    23.3 |   199.996 |   39.9976 |   160.006 |
|    23.4 |   199.997 |   39.9975 |   160.005 |
|    23.5 |   199.998 |   39.9974 |   160.004 |
|    23.6 |   199.999 |   39.9973 |   160.004 |
|    23.7 |       200 |   39.9973 |   160.003 |
|    23.8 |       200 |   39.9973 |   160.002 |
|    23.9 |   200.001 |   39.9973 |   160.002 |
|      24 |   200.002 |   39.9973 |   160.001 |
|    24.1 |   200.002 |   39.9974 |       160 |
|    24.2 |   200.003 |   39.9975 |       160 |
|    24.3 |   200.003 |   39.9976 |   159.999 |
|    24.4 |   200.003 |   39.9977 |   159.999 |
|    24.5 |   200.004 |   39.9978 |   159.999 |
|    24.6 |   200.004 |    39.998 |   159.998 |
|    24.7 |   200.004 |   39.9981 |   159.998 |
|    24.8 |   200.004 |   39.9983 |   159.998 |
|    24.9 |   200.004 |   39.9985 |   159.997 |
|      25 |   200.004 |   39.9986 |   159.997 |
|    25.1 |   200.004 |   39.9988 |   159.997 |
|    25.2 |   200.004 |    39.999 |   159.997 |
|    25.3 |   200.004 |   39.9991 |   159.997 |
|    25.4 |   200.004 |   39.9993 |   159.997 |
|    25.5 |   200.004 |   39.9994 |   159.997 |
|    25.6 |   200.003 |   39.9996 |   159.997 |
|    25.7 |   200.003 |   39.9997 |   159.997 |
|    25.8 |   200.003 |   39.9999 |   159.997 |
|    25.9 |   200.003 |        40 |   159.997 |
|      26 |   200.003 |   40.0001 |   159.997 |
|    26.1 |   200.002 |   40.0002 |   159.998 |
|    26.2 |   200.002 |   40.0003 |   159.998 |
|    26.3 |   200.002 |   40.0004 |   159.998 |
|    26.4 |   200.002 |   40.0004 |   159.998 |
|    26.5 |   200.001 |   40.0005 |   159.998 |
|    26.6 |   200.001 |   40.0006 |   159.998 |
|    26.7 |   200.001 |   40.0006 |   159.999 |
|    26.8 |   200.001 |   40.0006 |   159.999 |
|    26.9 |       200 |   40.0006 |   159.999 |
|      27 |       200 |   40.0007 |   159.999 |
|    27.1 |       200 |   40.0007 |   159.999 |
|    27.2 |       200 |   40.0007 |   159.999 |
|    27.3 |       200 |   40.0007 |       160 |
|    27.4 |       200 |   40.0007 |       160 |
|    27.5 |   199.999 |   40.0006 |       160 |
|    27.6 |   199.999 |   40.0006 |       160 |
|    27.7 |   199.999 |   40.0006 |       160 |
|    27.8 |   199.999 |   40.0006 |       160 |
|    27.9 |   199.999 |   40.0005 |       160 |
|      28 |   199.999 |   40.0005 |       160 |
|    28.1 |   199.999 |   40.0004 |   160.001 |
|    28.2 |   199.999 |   40.0004 |   160.001 |
|    28.3 |   199.999 |   40.0004 |   160.001 |
|    28.4 |   199.999 |   40.0003 |   160.001 |
|    28.5 |   199.999 |   40.0003 |   160.001 |
|    28.6 |   199.999 |   40.0002 |   160.001 |
|    28.7 |   199.999 |   40.0002 |   160.001 |
|    28.8 |   199.999 |   40.0002 |   160.001 |
|    28.9 |   199.999 |   40.0001 |   160.001 |
|      29 |   199.999 |   40.0001 |   160.001 |
|    29.1 |   199.999 |   40.0001 |   160.001 |
|    29.2 |   199.999 |        40 |   160.001 |
|    29.3 |   199.999 |        40 |   160.001 |
|    29.4 |   199.999 |        40 |   160.001 |
|    29.5 |   199.999 |   39.9999 |   160.001 |
|    29.6 |       200 |   39.9999 |   160.001 |
|    29.7 |       200 |   39.9999 |   160.001 |
|    29.8 |       200 |   39.9999 |       160 |
|    29.9 |       200 |   39.9999 |       160 |
|      30 |       200 |   39.9999 |       160 |
|    30.1 |       200 |   39.9999 |       160 |
|    30.2 |       200 |   39.9998 |       160 |
|    30.3 |       200 |   39.9998 |       160 |
|    30.4 |       200 |   39.9998 |       160 |
|    30.5 |       200 |   39.9998 |       160 |
|    30.6 |       200 |   39.9998 |       160 |
|    30.7 |       200 |   39.9998 |       160 |
|    30.8 |       200 |   39.9998 |       160 |
|    30.9 |       200 |   39.9998 |       160 |
|      31 |       200 |   39.9999 |       160 |
|    31.1 |       200 |   39.9999 |       160 |
|    31.2 |       200 |   39.9999 |       160 |
|    31.3 |       200 |   39.9999 |       160 |
|    31.4 |       200 |   39.9999 |       160 |
|    31.5 |       200 |   39.9999 |       160 |
|    31.6 |       200 |   39.9999 |       160 |
|    31.7 |       200 |   39.9999 |       160 |
|    31.8 |       200 |   39.9999 |       160 |
|    31.9 |       200 |   39.9999 |       160 |
|      32 |       200 |   39.9999 |       160 |
|    32.1 |       200 |        40 |       160 |
|    32.2 |       200 |        40 |       160 |
|    32.3 |       200 |        40 |       160 |
|    32.4 |       200 |        40 |       160 |
|    32.5 |       200 |        40 |       160 |
|    32.6 |       200 |        40 |       160 |
|    32.7 |       200 |        40 |       160 |
|    32.8 |       200 |        40 |       160 |
|    32.9 |       200 |        40 |       160 |
|      33 |       200 |        40 |       160 |
|    33.1 |       200 |        40 |       160 |
|    33.2 |       200 |        40 |       160 |
|    33.3 |       200 |        40 |       160 |
|    33.4 |       200 |        40 |       160 |
|    33.5 |       200 |        40 |       160 |
|    33.6 |       200 |        40 |       160 |
|    33.7 |       200 |        40 |       160 |
|    33.8 |       200 |        40 |       160 |
|    33.9 |       200 |        40 |       160 |
|      34 |       200 |        40 |       160 |
|    34.1 |       200 |        40 |       160 |
|    34.2 |       200 |        40 |       160 |
|    34.3 |       200 |        40 |       160 |
|    34.4 |       200 |        40 |       160 |
|    34.5 |       200 |        40 |       160 |
|    34.6 |       200 |        40 |       160 |
|    34.7 |       200 |        40 |       160 |
|    34.8 |       200 |        40 |       160 |
|    34.9 |       200 |        40 |       160 |
|      35 |       200 |        40 |       160 |
|    35.1 |       200 |        40 |       160 |
|    35.2 |       200 |        40 |       160 |
|    35.3 |       200 |        40 |       160 |
|    35.4 |       200 |        40 |       160 |
|    35.5 |       200 |        40 |       160 |
|    35.6 |       200 |        40 |       160 |
|    35.7 |       200 |        40 |       160 |
|    35.8 |       200 |        40 |       160 |
|    35.9 |       200 |        40 |       160 |
|      36 |       200 |        40 |       160 |
|    36.1 |       200 |        40 |       160 |
|    36.2 |       200 |        40 |       160 |
|    36.3 |       200 |        40 |       160 |
|    36.4 |       200 |        40 |       160 |
|    36.5 |       200 |        40 |       160 |
|    36.6 |       200 |        40 |       160 |
|    36.7 |       200 |        40 |       160 |
|    36.8 |       200 |        40 |       160 |
|    36.9 |       200 |        40 |       160 |
|      37 |       200 |        40 |       160 |
|    37.1 |       200 |        40 |       160 |
|    37.2 |       200 |        40 |       160 |
|    37.3 |       200 |        40 |       160 |
|    37.4 |       200 |        40 |       160 |
|    37.5 |       200 |        40 |       160 |
|    37.6 |       200 |        40 |       160 |
|    37.7 |       200 |        40 |       160 |
|    37.8 |       200 |        40 |       160 |
|    37.9 |       200 |        40 |       160 |
|      38 |       200 |        40 |       160 |
|    38.1 |       200 |        40 |       160 |
|    38.2 |       200 |        40 |       160 |
|    38.3 |       200 |        40 |       160 |
|    38.4 |       200 |        40 |       160 |
|    38.5 |       200 |        40 |       160 |
|    38.6 |       200 |        40 |       160 |
|    38.7 |       200 |        40 |       160 |
|    38.8 |       200 |        40 |       160 |
|    38.9 |       200 |        40 |       160 |
|      39 |       200 |        40 |       160 |
|    39.1 |       200 |        40 |       160 |
|    39.2 |       200 |        40 |       160 |
|    39.3 |       200 |        40 |       160 |
|    39.4 |       200 |        40 |       160 |
|    39.5 |       200 |        40 |       160 |
|    39.6 |       200 |        40 |       160 |
|    39.7 |       200 |        40 |       160 |
|    39.8 |       200 |        40 |       160 |
|    39.9 |       200 |        40 |       160 |
|      40 |       200 |        40 |       160 |
|    40.1 |       200 |        40 |       160 |
|    40.2 |       200 |        40 |       160 |
|    40.3 |       200 |        40 |       160 |
|    40.4 |       200 |        40 |       160 |
|    40.5 |       200 |        40 |       160 |
|    40.6 |       200 |        40 |       160 |
|    40.7 |       200 |        40 |       160 |
|    40.8 |       200 |        40 |       160 |
|    40.9 |       200 |        40 |       160 |
|      41 |       200 |        40 |       160 |
|    41.1 |       200 |        40 |       160 |
|    41.2 |       200 |        40 |       160 |
|    41.3 |       200 |        40 |       160 |
|    41.4 |       200 |        40 |       160 |
|    41.5 |       200 |        40 |       160 |
|    41.6 |       200 |        40 |       160 |
|    41.7 |       200 |        40 |       160 |
|    41.8 |       200 |        40 |       160 |
|    41.9 |       200 |        40 |       160 |
|      42 |       200 |        40 |       160 |
|    42.1 |       200 |        40 |       160 |
|    42.2 |       200 |        40 |       160 |
|    42.3 |       200 |        40 |       160 |
|    42.4 |       200 |        40 |       160 |
|    42.5 |       200 |        40 |       160 |
|    42.6 |       200 |        40 |       160 |
|    42.7 |       200 |        40 |       160 |
|    42.8 |       200 |        40 |       160 |
|    42.9 |       200 |        40 |       160 |
|      43 |       200 |        40 |       160 |
|    43.1 |       200 |        40 |       160 |
|    43.2 |       200 |        40 |       160 |
|    43.3 |       200 |        40 |       160 |
|    43.4 |       200 |        40 |       160 |
|    43.5 |       200 |        40 |       160 |
|    43.6 |       200 |        40 |       160 |
|    43.7 |       200 |        40 |       160 |
|    43.8 |       200 |        40 |       160 |
|    43.9 |       200 |        40 |       160 |
|      44 |       200 |        40 |       160 |
|    44.1 |       200 |        40 |       160 |
|    44.2 |       200 |        40 |       160 |
|    44.3 |       200 |        40 |       160 |
|    44.4 |       200 |        40 |       160 |
|    44.5 |       200 |        40 |       160 |
|    44.6 |       200 |        40 |       160 |
|    44.7 |       200 |        40 |       160 |
|    44.8 |       200 |        40 |       160 |
|    44.9 |       200 |        40 |       160 |
|      45 |       200 |        40 |       160 |
|    45.1 |       200 |        40 |       160 |
|    45.2 |       200 |        40 |       160 |
|    45.3 |       200 |        40 |       160 |
|    45.4 |       200 |        40 |       160 |
|    45.5 |       200 |        40 |       160 |
|    45.6 |       200 |        40 |       160 |
|    45.7 |       200 |        40 |       160 |
|    45.8 |       200 |        40 |       160 |
|    45.9 |       200 |        40 |       160 |
|      46 |       200 |        40 |       160 |
|    46.1 |       200 |        40 |       160 |
|    46.2 |       200 |        40 |       160 |
|    46.3 |       200 |        40 |       160 |
|    46.4 |       200 |        40 |       160 |
|    46.5 |       200 |        40 |       160 |
|    46.6 |       200 |        40 |       160 |
|    46.7 |       200 |        40 |       160 |
|    46.8 |       200 |        40 |       160 |
|    46.9 |       200 |        40 |       160 |
|      47 |       200 |        40 |       160 |
|    47.1 |       200 |        40 |       160 |
|    47.2 |       200 |        40 |       160 |
|    47.3 |       200 |        40 |       160 |
|    47.4 |       200 |        40 |       160 |
|    47.5 |       200 |        40 |       160 |
|    47.6 |       200 |        40 |       160 |
|    47.7 |       200 |        40 |       160 |
|    47.8 |       200 |        40 |       160 |
|    47.9 |       200 |        40 |       160 |
|      48 |       200 |        40 |       160 |
|    48.1 |       200 |        40 |       160 |
|    48.2 |       200 |        40 |       160 |
|    48.3 |       200 |        40 |       160 |
|    48.4 |       200 |        40 |       160 |
|    48.5 |       200 |        40 |       160 |
|    48.6 |       200 |        40 |       160 |
|    48.7 |       200 |        40 |       160 |
|    48.8 |       200 |        40 |       160 |
|    48.9 |       200 |        40 |       160 |
|      49 |       200 |        40 |       160 |
|    49.1 |       200 |        40 |       160 |
|    49.2 |       200 |        40 |       160 |
|    49.3 |       200 |        40 |       160 |
|    49.4 |       200 |        40 |       160 |
|    49.5 |       200 |        40 |       160 |
|    49.6 |       200 |        40 |       160 |
|    49.7 |       200 |        40 |       160 |
|    49.8 |       200 |        40 |       160 |
|    49.9 |       200 |        40 |       160 |
|      50 |       200 |        40 |       160 |
|    50.1 |       200 |        40 |       160 |
|    50.2 |       200 |        40 |       160 |
|    50.3 |       200 |        40 |       160 |
|    50.4 |       200 |        40 |       160 |
|    50.5 |       200 |        40 |       160 |
|    50.6 |       200 |        40 |       160 |
|    50.7 |       200 |        40 |       160 |
|    50.8 |       200 |        40 |       160 |
|    50.9 |       200 |        40 |       160 |
|      51 |       200 |        40 |       160 |
|    51.1 |       200 |        40 |       160 |
|    51.2 |       200 |        40 |       160 |
|    51.3 |       200 |        40 |       160 |
|    51.4 |       200 |        40 |       160 |
|    51.5 |       200 |        40 |       160 |
|    51.6 |       200 |        40 |       160 |
|    51.7 |       200 |        40 |       160 |
|    51.8 |       200 |        40 |       160 |
|    51.9 |       200 |        40 |       160 |
|      52 |       200 |        40 |       160 |
|    52.1 |       200 |        40 |       160 |
|    52.2 |       200 |        40 |       160 |
|    52.3 |       200 |        40 |       160 |
|    52.4 |       200 |        40 |       160 |
|    52.5 |       200 |        40 |       160 |
|    52.6 |       200 |        40 |       160 |
|    52.7 |       200 |        40 |       160 |
|    52.8 |       200 |        40 |       160 |
|    52.9 |       200 |        40 |       160 |
|      53 |       200 |        40 |       160 |
|    53.1 |       200 |        40 |       160 |
|    53.2 |       200 |        40 |       160 |
|    53.3 |       200 |        40 |       160 |
|    53.4 |       200 |        40 |       160 |
|    53.5 |       200 |        40 |       160 |
|    53.6 |       200 |        40 |       160 |
|    53.7 |       200 |        40 |       160 |
|    53.8 |       200 |        40 |       160 |
|    53.9 |       200 |        40 |       160 |
|      54 |       200 |        40 |       160 |
|    54.1 |       200 |        40 |       160 |
|    54.2 |       200 |        40 |       160 |
|    54.3 |       200 |        40 |       160 |
|    54.4 |       200 |        40 |       160 |
|    54.5 |       200 |        40 |       160 |
|    54.6 |       200 |        40 |       160 |
|    54.7 |       200 |        40 |       160 |
|    54.8 |       200 |        40 |       160 |
|    54.9 |       200 |        40 |       160 |
|      55 |       200 |        40 |       160 |
|    55.1 |       200 |        40 |       160 |
|    55.2 |       200 |        40 |       160 |
|    55.3 |       200 |        40 |       160 |
|    55.4 |       200 |        40 |       160 |
|    55.5 |       200 |        40 |       160 |
|    55.6 |       200 |        40 |       160 |
|    55.7 |       200 |        40 |       160 |
|    55.8 |       200 |        40 |       160 |
|    55.9 |       200 |        40 |       160 |
|      56 |       200 |        40 |       160 |
|    56.1 |       200 |        40 |       160 |
|    56.2 |       200 |        40 |       160 |
|    56.3 |       200 |        40 |       160 |
|    56.4 |       200 |        40 |       160 |
|    56.5 |       200 |        40 |       160 |
|    56.6 |       200 |        40 |       160 |
|    56.7 |       200 |        40 |       160 |
|    56.8 |       200 |        40 |       160 |
|    56.9 |       200 |        40 |       160 |
|      57 |       200 |        40 |       160 |
|    57.1 |       200 |        40 |       160 |
|    57.2 |       200 |        40 |       160 |
|    57.3 |       200 |        40 |       160 |
|    57.4 |       200 |        40 |       160 |
|    57.5 |       200 |        40 |       160 |
|    57.6 |       200 |        40 |       160 |
|    57.7 |       200 |        40 |       160 |
|    57.8 |       200 |        40 |       160 |
|    57.9 |       200 |        40 |       160 |
|      58 |       200 |        40 |       160 |
|    58.1 |       200 |        40 |       160 |
|    58.2 |       200 |        40 |       160 |
|    58.3 |       200 |        40 |       160 |
|    58.4 |       200 |        40 |       160 |
|    58.5 |       200 |        40 |       160 |
|    58.6 |       200 |        40 |       160 |
|    58.7 |       200 |        40 |       160 |
|    58.8 |       200 |        40 |       160 |
|    58.9 |       200 |        40 |       160 |
|      59 |       200 |        40 |       160 |
|    59.1 |       200 |        40 |       160 |
|    59.2 |       200 |        40 |       160 |
|    59.3 |       200 |        40 |       160 |
|    59.4 |       200 |        40 |       160 |
