|       t |         S |         I |         R |
|     2.2 |   291.065 |   2.42966 |   111.627 |
|     2.3 |   296.244 |   2.16304 |   106.951 |
|     2.4 |   301.253 |   1.93688 |   102.404 |
|     2.5 |   306.089 |   1.74407 |   97.9971 |
|     2.6 |   310.751 |   1.57889 |   93.7361 |
|     2.7 |   315.241 |   1.43671 |   89.6246 |
|     2.8 |    319.56 |   1.31379 |   85.6643 |
|     2.9 |   323.712 |   1.20706 |   81.8552 |
|       3 |     327.7 |   1.11401 |   78.1962 |
|     3.1 |   331.528 |   1.03257 |    74.685 |
|     3.2 |   335.201 |  0.961045 |    71.319 |
|     3.3 |   338.723 |  0.898001 |   68.0947 |
|     3.4 |   342.101 |  0.842256 |   65.0083 |
|     3.5 |   345.338 |  0.792817 |   62.0558 |
|     3.6 |    348.44 |  0.748845 |   59.2329 |
|     3.7 |   351.411 |  0.709635 |   56.5352 |
|     3.8 |   354.258 |  0.674587 |   53.9584 |
|     3.9 |   356.984 |  0.643191 |   51.4979 |
|       4 |   359.595 |  0.615009 |   49.1494 |
|     4.1 |   362.096 |  0.589667 |   46.9085 |
|     4.2 |   364.491 |  0.566845 |   44.7708 |
|     4.3 |   366.784 |  0.546263 |   42.7321 |
|     4.4 |    368.98 |  0.527681 |   40.7884 |
|     4.5 |   371.083 |   0.51089 |   38.9355 |
|     4.6 |   373.098 |  0.495708 |   37.1698 |
|     4.7 |   375.027 |  0.481976 |   35.4873 |
|     4.8 |   376.876 |  0.469554 |   33.8844 |
|     4.9 |   378.647 |  0.458321 |   32.3577 |
|       5 |   380.344 |  0.448168 |   30.9037 |
|     5.1 |   381.971 |     0.439 |   29.5192 |
|     5.2 |    383.53 |  0.430734 |   28.2012 |
|     5.3 |   385.025 |  0.423295 |   26.9465 |
|     5.4 |   386.458 |  0.416618 |   25.7523 |
|     5.5 |   387.833 |  0.410643 |   24.6159 |
|     5.6 |   389.152 |  0.405318 |   23.5346 |
|     5.7 |   390.417 |  0.400596 |   22.5059 |
|     5.8 |   391.632 |  0.396437 |   21.5273 |
|     5.9 |   392.798 |  0.392802 |   20.5966 |
|       6 |   393.918 |  0.389659 |   19.7115 |
|     6.1 |   394.993 |  0.386978 |     18.87 |
|     6.2 |   396.027 |  0.384731 |     18.07 |
|     6.3 |   397.021 |  0.382894 |   17.3095 |
|     6.4 |   397.976 |  0.381447 |   16.5868 |
|     6.5 |   398.895 |   0.38037 |   15.9001 |
|     6.6 |   399.779 |  0.379645 |   15.2477 |
|     6.7 |   400.629 |  0.379257 |    14.628 |
|     6.8 |   401.448 |  0.379193 |   14.0395 |
|     6.9 |   402.237 |  0.379439 |   13.4808 |
|       7 |   402.997 |  0.379984 |   12.9505 |
|     7.1 |    403.73 |  0.380819 |   12.4472 |
|     7.2 |   404.436 |  0.381935 |   11.9697 |
|     7.3 |   405.118 |  0.383323 |   11.5168 |
|     7.4 |   405.775 |  0.384978 |   11.0874 |
|     7.5 |    406.41 |  0.386894 |   10.6803 |
|     7.6 |   407.023 |  0.389064 |   10.2947 |
|     7.7 |   407.615 |  0.391485 |   9.92937 |
|     7.8 |   408.187 |  0.394153 |   9.58354 |
|     7.9 |   408.741 |  0.397065 |   9.25628 |
|       8 |   409.276 |  0.400218 |   8.94673 |
|     8.1 |   409.794 |   0.40361 |   8.65412 |
|     8.2 |   410.295 |   0.40724 |   8.37766 |
|     8.3 |   410.781 |  0.411107 |   8.11665 |
|     8.4 |   411.251 |   0.41521 |   7.87039 |
|     8.5 |   411.707 |   0.41955 |   7.63823 |
|     8.6 |    412.15 |  0.424126 |   7.41956 |
|     8.7 |   412.578 |   0.42894 |   7.21378 |
|     8.8 |   412.995 |  0.433992 |   7.02034 |
|     8.9 |   413.399 |  0.439284 |    6.8387 |
|       9 |   413.791 |  0.444819 |   6.66838 |
|     9.1 |   414.172 |  0.450597 |   6.50889 |
|     9.2 |   414.542 |  0.456623 |   6.35978 |
|     9.3 |   414.902 |  0.462898 |   6.22062 |
|     9.4 |   415.252 |  0.469426 |   6.09102 |
|     9.5 |   415.593 |   0.47621 |   5.97058 |
|     9.6 |   415.924 |  0.483254 |   5.85895 |
|     9.7 |   416.246 |  0.490563 |   5.75579 |
|     9.8 |    416.56 |  0.498141 |   5.66077 |
|     9.9 |   416.866 |  0.505991 |    5.5736 |
|      10 |   417.164 |  0.514121 |   5.49397 |
|    10.1 |   417.453 |  0.522533 |   5.42162 |
|    10.2 |   417.736 |  0.531235 |    5.3563 |
|    10.3 |   418.011 |  0.540232 |   5.29777 |
|    10.4 |   418.279 |   0.54953 |   5.24579 |
|    10.5 |   418.541 |  0.559136 |   5.20017 |
|    10.6 |   418.796 |  0.569055 |   5.16069 |
|    10.7 |   419.044 |  0.579296 |   5.12718 |
|    10.8 |   419.286 |  0.589865 |   5.09947 |
|    10.9 |   419.522 |  0.600769 |   5.07738 |
|      11 |   419.753 |  0.612017 |   5.06077 |
|    11.1 |   419.977 |  0.623617 |    5.0495 |
|    11.2 |   420.195 |  0.635576 |   5.04345 |
|    11.3 |   420.408 |  0.647903 |   5.04248 |
|    11.4 |   420.616 |  0.660607 |   5.04649 |
|    11.5 |   420.818 |  0.673698 |   5.05538 |
|    11.6 |   421.015 |  0.687184 |   5.06906 |
|    11.7 |   421.206 |  0.701075 |   5.08744 |
|    11.8 |   421.393 |  0.715382 |   5.11044 |
|    11.9 |   421.574 |  0.730113 |   5.13801 |
|      12 |    421.75 |  0.745281 |   5.17007 |
|    12.1 |   421.921 |  0.760894 |   5.20658 |
|    12.2 |   422.087 |  0.776965 |   5.24748 |
|    12.3 |   422.249 |  0.793505 |   5.29274 |
|    12.4 |   422.405 |  0.810524 |   5.34233 |
|    12.5 |   422.556 |  0.828036 |   5.39622 |
|    12.6 |   422.702 |   0.84605 |   5.45439 |
|    12.7 |   422.844 |  0.864581 |   5.51681 |
|    12.8 |    422.98 |   0.88364 |    5.5835 |
|    12.9 |   423.112 |  0.903239 |   5.65443 |
|      13 |   423.239 |  0.923392 |   5.72961 |
|    13.1 |   423.361 |  0.944112 |   5.80905 |
|    13.2 |   423.477 |  0.965412 |   5.89275 |
|    13.3 |   423.589 |  0.987305 |   5.98075 |
|    13.4 |   423.696 |    1.0098 |   6.07304 |
|    13.5 |   423.797 |   1.03292 |   6.16967 |
|    13.6 |   423.894 |   1.05668 |   6.27065 |
|    13.7 |   423.985 |   1.08108 |   6.37603 |
|    13.8 |   424.071 |   1.10615 |   6.48583 |
|    13.9 |   424.152 |   1.13189 |   6.60011 |
|      14 |   424.227 |   1.15832 |    6.7189 |
|    14.1 |   424.297 |   1.18546 |   6.84225 |
|    14.2 |   424.362 |   1.21331 |   6.97021 |
|    14.3 |   424.421 |    1.2419 |   7.10285 |
|    14.4 |   424.474 |   1.27123 |    7.2402 |
|    14.5 |   424.522 |   1.30133 |   7.38234 |
|    14.6 |   424.564 |    1.3322 |   7.52932 |
|    14.7 |     424.6 |   1.36386 |   7.68122 |
|    14.8 |    424.63 |   1.39632 |   7.83809 |
|    14.9 |   424.654 |   1.42959 |   8.00001 |
|      15 |   424.673 |   1.46369 |   8.16705 |
|    15.1 |   424.684 |   1.49863 |   8.33927 |
|    15.2 |    424.69 |   1.53443 |   8.51676 |
|    15.3 |    424.69 |   1.57109 |   8.69958 |
|    15.4 |   424.682 |   1.60862 |   8.88782 |
|    15.5 |   424.669 |   1.64704 |   9.08154 |
|    15.6 |   424.649 |   1.68635 |   9.28083 |
|    15.7 |   424.622 |   1.72657 |   9.48576 |
|    15.8 |   424.588 |    1.7677 |    9.6964 |
|    15.9 |   424.548 |   1.80975 |   9.91285 |
|      16 |     424.5 |   1.85272 |   10.1352 |
|    16.1 |   424.446 |   1.89663 |   10.3634 |
|    16.2 |   424.384 |   1.94148 |   10.5977 |
|    16.3 |   424.316 |   1.98727 |    10.838 |
|    16.4 |    424.24 |     2.034 |   11.0845 |
|    16.5 |   424.157 |   2.08168 |   11.3373 |
|    16.6 |   424.066 |    2.1303 |   11.5963 |
|    16.7 |   423.968 |   2.17986 |   11.8616 |
|    16.8 |   423.863 |   2.23037 |   12.1334 |
|    16.9 |    423.75 |   2.28181 |   12.4116 |
|      17 |   423.629 |   2.33417 |   12.6963 |
|    17.1 |   423.501 |   2.38746 |   12.9875 |
|    17.2 |   423.365 |   2.44166 |   13.2853 |
|    17.3 |   423.221 |   2.49675 |   13.5897 |
|    17.4 |    423.07 |   2.55273 |   13.9008 |
|    17.5 |   422.912 |   2.60958 |   14.2185 |
|    17.6 |   422.745 |   2.66728 |   14.5429 |
|    17.7 |   422.571 |   2.72582 |   14.8739 |
|    17.8 |   422.389 |   2.78516 |   15.2116 |
|    17.9 |     422.2 |   2.84529 |    15.556 |
|      18 |   422.003 |   2.90618 |    15.907 |
|    18.1 |   421.799 |    2.9678 |   16.2646 |
|    18.2 |   421.587 |   3.03012 |   16.6287 |
|    18.3 |   421.368 |   3.09311 |   16.9993 |
|    18.4 |   421.142 |   3.15673 |   17.3764 |
|    18.5 |   420.909 |   3.22095 |   17.7599 |
|    18.6 |   420.669 |   3.28571 |   18.1496 |
|    18.7 |   420.421 |     3.351 |   18.5455 |
|    18.8 |   420.168 |   3.41675 |   18.9475 |
|    18.9 |   419.907 |   3.48292 |   19.3554 |
|      19 |   419.641 |   3.54947 |   19.7692 |
|    19.1 |   419.368 |   3.61635 |   20.1887 |
|    19.2 |   419.089 |   3.68349 |   20.6137 |
|    19.3 |   418.805 |   3.75086 |    21.044 |
|    19.4 |   418.515 |   3.81839 |   21.4796 |
|    19.5 |   418.219 |   3.88603 |     21.92 |
|    19.6 |   417.919 |   3.95373 |   22.3653 |
|    19.7 |   417.614 |   4.02141 |   22.8151 |
|    19.8 |   417.305 |   4.08903 |   23.2692 |
|    19.9 |   416.992 |   4.15652 |   23.7274 |
|      20 |   416.675 |   4.22382 |   24.1894 |
|    20.1 |   416.354 |   4.29087 |    24.655 |
|    20.2 |   416.031 |   4.35762 |   25.1238 |
|    20.3 |   415.704 |   4.42399 |   25.5956 |
|    20.4 |   415.376 |   4.48992 |     26.07 |
|    20.5 |   415.045 |   4.55537 |   26.5468 |
|    20.6 |   414.713 |   4.62026 |   27.0257 |
|    20.7 |   414.379 |   4.68454 |   27.5063 |
|    20.8 |   414.045 |   4.74815 |   27.9883 |
|    20.9 |    413.71 |   4.81104 |   28.4714 |
|      21 |   413.375 |   4.87315 |   28.9551 |
|    21.1 |    413.04 |   4.93442 |   29.4393 |
|    21.2 |   412.706 |   4.99482 |   29.9234 |
|    21.3 |   412.373 |   5.05429 |   30.4072 |
|    21.4 |   412.042 |   5.11278 |   30.8903 |
|    21.5 |   411.712 |   5.17026 |   31.3724 |
|    21.6 |   411.385 |   5.22668 |    31.853 |
|    21.7 |   411.061 |     5.282 |   32.3319 |
|    21.8 |    410.74 |    5.3362 |   32.8088 |
|    21.9 |   410.422 |   5.38924 |   33.2831 |
|      22 |   410.108 |   5.44109 |   33.7547 |
|    22.1 |   409.798 |   5.49174 |   34.2231 |
|    22.2 |   409.493 |   5.54115 |   34.6881 |
|    22.3 |   409.193 |   5.58932 |   35.1494 |
|    22.4 |   408.897 |   5.63623 |   35.6065 |
|    22.5 |   408.608 |   5.68187 |   36.0593 |
|    22.6 |   408.324 |   5.72623 |   36.5075 |
|    22.7 |   408.046 |   5.76932 |   36.9507 |
|    22.8 |   407.775 |   5.81112 |   37.3887 |
|    22.9 |    407.51 |   5.85165 |   37.8213 |
|      23 |   407.252 |   5.89091 |   38.2482 |
|    23.1 |   407.001 |   5.92892 |   38.6692 |
|    23.2 |   406.757 |   5.96569 |   39.0841 |
|    23.3 |    406.52 |   6.00122 |   39.4927 |
|    23.4 |   406.292 |   6.03555 |   39.8949 |
|    23.5 |    406.07 |    6.0687 |   40.2904 |
|    23.6 |   405.857 |   6.10068 |   40.6792 |
|    23.7 |   405.651 |   6.13153 |   41.0611 |
|    23.8 |   405.454 |   6.16128 |    41.436 |
|    23.9 |   405.264 |   6.18995 |   41.8039 |
|      24 |   405.083 |   6.21758 |   42.1646 |
|    24.1 |   404.909 |   6.24421 |   42.5181 |
|    24.2 |   404.744 |   6.26987 |   42.8644 |
|    24.3 |   404.586 |    6.2946 |   43.2034 |
|    24.4 |   404.437 |   6.31843 |   43.5351 |
|    24.5 |   404.296 |   6.34141 |   43.8596 |
|    24.6 |   404.162 |   6.36358 |   44.1769 |
|    24.7 |   404.037 |   6.38498 |    44.487 |
|    24.8 |   403.919 |   6.40565 |   44.7899 |
|    24.9 |   403.809 |   6.42563 |   45.0858 |
|      25 |   403.706 |   6.44496 |   45.3747 |
|    25.1 |   403.611 |   6.46369 |   45.6567 |
|    25.2 |   403.523 |   6.48186 |    45.932 |
|    25.3 |   403.442 |   6.49951 |   46.2006 |
|    25.4 |   403.367 |   6.51667 |   46.4626 |
|    25.5 |     403.3 |   6.53341 |   46.7183 |
|    25.6 |   403.239 |   6.54974 |   46.9677 |
|    25.7 |   403.184 |   6.56571 |    47.211 |
|    25.8 |   403.136 |   6.58137 |   47.4484 |
|    25.9 |   403.093 |   6.59674 |   47.6801 |
|      26 |   403.056 |   6.61186 |   47.9062 |
|    26.1 |   403.025 |   6.62678 |   48.1269 |
|    26.2 |   402.998 |   6.64152 |   48.3424 |
|    26.3 |   402.977 |   6.65612 |   48.5528 |
|    26.4 |   402.961 |   6.67061 |   48.7585 |
|    26.5 |   402.949 |   6.68503 |   48.9596 |
|    26.6 |   402.941 |   6.69939 |   49.1562 |
|    26.7 |   402.938 |   6.71374 |   49.3487 |
|    26.8 |   402.938 |   6.72809 |   49.5371 |
|    26.9 |   402.942 |   6.74248 |   49.7218 |
|      27 |    402.95 |   6.75692 |   49.9029 |
|    27.1 |   402.961 |   6.77145 |   50.0806 |
|    27.2 |   402.974 |   6.78608 |   50.2551 |
|    27.3 |   402.991 |   6.80084 |   50.4266 |
|    27.4 |   403.009 |   6.81573 |   50.5953 |
|    27.5 |   403.031 |   6.83079 |   50.7615 |
|    27.6 |   403.054 |   6.84603 |   50.9253 |
|    27.7 |   403.079 |   6.86146 |   51.0869 |
|    27.8 |   403.106 |    6.8771 |   51.2465 |
|    27.9 |   403.134 |   6.89296 |   51.4042 |
|      28 |   403.164 |   6.90904 |   51.5604 |
|    28.1 |   403.194 |   6.92537 |    51.715 |
|    28.2 |   403.226 |   6.94195 |   51.8684 |
|    28.3 |   403.258 |   6.95879 |   52.0206 |
|    28.4 |   403.291 |    6.9759 |   52.1719 |
|    28.5 |   403.324 |   6.99328 |   52.3224 |
|    28.6 |   403.358 |   7.01093 |   52.4722 |
|    28.7 |   403.392 |   7.02886 |   52.6215 |
|    28.8 |   403.425 |   7.04708 |   52.7704 |
|    28.9 |   403.459 |   7.06558 |    52.919 |
|      29 |   403.492 |   7.08436 |   53.0675 |
|    29.1 |   403.525 |   7.10343 |   53.2161 |
|    29.2 |   403.557 |   7.12279 |   53.3647 |
|    29.3 |   403.589 |   7.14243 |   53.5136 |
|    29.4 |    403.62 |   7.16234 |   53.6627 |
|    29.5 |    403.65 |   7.18254 |   53.8124 |
|    29.6 |   403.679 |   7.20301 |   53.9625 |
|    29.7 |   403.707 |   7.22374 |   54.1132 |
|    29.8 |   403.734 |   7.24474 |   54.2645 |
|    29.9 |    403.76 |     7.266 |   54.4166 |
|      30 |   403.785 |   7.28751 |   54.5696 |
|    30.1 |   403.809 |   7.30926 |   54.7233 |
|    30.2 |   403.831 |   7.33125 |   54.8781 |
|    30.3 |   403.852 |   7.35348 |   55.0337 |
|    30.4 |   403.872 |   7.37592 |   55.1904 |
|    30.5 |    403.89 |   7.39858 |   55.3481 |
|    30.6 |   403.907 |   7.42144 |    55.507 |
|    30.7 |   403.922 |    7.4445 |   55.6669 |
|    30.8 |   403.936 |   7.46774 |   55.8279 |
|    30.9 |   403.949 |   7.49116 |   55.9901 |
|      31 |    403.96 |   7.51475 |   56.1535 |
|    31.1 |    403.97 |    7.5385 |    56.318 |
|    31.2 |   403.978 |   7.56239 |   56.4837 |
|    31.3 |   403.985 |   7.58642 |   56.6506 |
|    31.4 |    403.99 |   7.61058 |   56.8187 |
|    31.5 |   403.994 |   7.63486 |   56.9879 |
|    31.6 |   403.996 |   7.65924 |   57.1582 |
|    31.7 |   403.998 |   7.68372 |   57.3297 |
|    31.8 |   403.997 |   7.70829 |   57.5023 |
|    31.9 |   403.996 |   7.73294 |    57.676 |
|      32 |   403.993 |   7.75765 |   57.8508 |
|    32.1 |   403.989 |   7.78243 |   58.0266 |
|    32.2 |   403.984 |   7.80725 |   58.2034 |
|    32.3 |   403.978 |   7.83211 |   58.3812 |
|    32.4 |   403.971 |     7.857 |     58.56 |
|    32.5 |   403.962 |   7.88192 |   58.7397 |
|    32.6 |   403.953 |   7.90684 |   58.9202 |
|    32.7 |   403.943 |   7.93177 |   59.1016 |
|    32.8 |   403.931 |    7.9567 |   59.2837 |
|    32.9 |   403.919 |   7.98162 |   59.4667 |
|      33 |   403.906 |   8.00651 |   59.6503 |
|    33.1 |   403.893 |   8.03139 |   59.8346 |
|    33.2 |   403.878 |   8.05622 |   60.0195 |
|    33.3 |   403.863 |   8.08102 |    60.205 |
|    33.4 |   403.847 |   8.10578 |   60.3911 |
|    33.5 |   403.831 |   8.13048 |   60.5776 |
|    33.6 |   403.814 |   8.15512 |   60.7645 |
|    33.7 |   403.797 |   8.17971 |   60.9519 |
|    33.8 |    403.78 |   8.20422 |   61.1396 |
|    33.9 |   403.762 |   8.22867 |   61.3276 |
|      34 |   403.743 |   8.25304 |   61.5159 |
|    34.1 |   403.725 |   8.27733 |   61.7044 |
|    34.2 |   403.706 |   8.30154 |   61.8931 |
|    34.3 |   403.687 |   8.32566 |    62.082 |
|    34.4 |   403.668 |    8.3497 |   62.2709 |
|    34.5 |   403.649 |   8.37365 |   62.4598 |
|    34.6 |    403.63 |    8.3975 |   62.6488 |
|    34.7 |    403.61 |   8.42126 |   62.8378 |
|    34.8 |   403.591 |   8.44493 |   63.0267 |
|    34.9 |   403.572 |    8.4685 |   63.2155 |
|      35 |   403.553 |   8.49198 |   63.4042 |
|    35.1 |   403.534 |   8.51535 |   63.5928 |
|    35.2 |   403.515 |   8.53864 |   63.7811 |
|    35.3 |   403.497 |   8.56182 |   63.9692 |
|    35.4 |   403.479 |   8.58491 |   64.1571 |
|    35.5 |   403.461 |   8.60791 |   64.3447 |
|    35.6 |   403.443 |   8.63081 |   64.5321 |
|    35.7 |   403.425 |   8.65362 |   64.7191 |
|    35.8 |   403.408 |   8.67634 |   64.9057 |
|    35.9 |   403.391 |   8.69897 |    65.092 |
|      36 |   403.375 |   8.72151 |    65.278 |
|    36.1 |   403.359 |   8.74396 |   65.4635 |
|    36.2 |   403.343 |   8.76634 |   65.6486 |
|    36.3 |   403.327 |   8.78863 |   65.8334 |
|    36.4 |   403.312 |   8.81084 |   66.0176 |
|    36.5 |   403.298 |   8.83297 |   66.2015 |
|    36.6 |   403.283 |   8.85504 |   66.3849 |
|    36.7 |    403.27 |   8.87703 |   66.5678 |
|    36.8 |   403.256 |   8.89895 |   66.7503 |
|    36.9 |   403.243 |   8.92081 |   66.9323 |
|      37 |   403.231 |    8.9426 |   67.1139 |
|    37.1 |   403.218 |   8.96434 |   67.2949 |
|    37.2 |   403.207 |   8.98602 |   67.4755 |
|    37.3 |   403.195 |   9.00765 |   67.6557 |
|    37.4 |   403.184 |   9.02922 |   67.8354 |
|    37.5 |   403.174 |   9.05075 |   68.0146 |
|    37.6 |   403.164 |   9.07224 |   68.1934 |
|    37.7 |   403.154 |   9.09368 |   68.3717 |
|    37.8 |   403.144 |   9.11508 |   68.5495 |
|    37.9 |   403.135 |   9.13645 |    68.727 |
|      38 |   403.126 |   9.15779 |    68.904 |
|    38.1 |   403.118 |   9.17909 |   69.0805 |
|    38.2 |    403.11 |   9.20037 |   69.2567 |
|    38.3 |   403.102 |   9.22162 |   69.4325 |
|    38.4 |   403.095 |   9.24285 |   69.6078 |
|    38.5 |   403.087 |   9.26406 |   69.7828 |
|    38.6 |    403.08 |   9.28525 |   69.9574 |
|    38.7 |   403.074 |   9.30643 |   70.1317 |
|    38.8 |   403.067 |   9.32759 |   70.3056 |
|    38.9 |   403.061 |   9.34873 |   70.4792 |
|      39 |   403.055 |   9.36987 |   70.6524 |
|    39.1 |   403.049 |     9.391 |   70.8253 |
|    39.2 |   403.044 |   9.41213 |    70.998 |
|    39.3 |   403.038 |   9.43325 |   71.1703 |
|    39.4 |   403.033 |   9.45436 |   71.3424 |
|    39.5 |   403.028 |   9.47547 |   71.5142 |
|    39.6 |   403.023 |   9.49658 |   71.6858 |
|    39.7 |   403.018 |    9.5177 |   71.8571 |
|    39.8 |   403.013 |   9.53881 |   72.0282 |
|    39.9 |   403.009 |   9.55992 |   72.1991 |
|      40 |   403.004 |   9.58103 |   72.3698 |
|    40.1 |       403 |   9.60215 |   72.5403 |
|    40.2 |   402.995 |   9.62327 |   72.7106 |
|    40.3 |   402.991 |    9.6444 |   72.8808 |
|    40.4 |   402.986 |   9.66553 |   73.0508 |
|    40.5 |   402.982 |   9.68666 |   73.2206 |
|    40.6 |   402.978 |    9.7078 |   73.3903 |
|    40.7 |   402.973 |   9.72894 |   73.5599 |
|    40.8 |   402.969 |   9.75008 |   73.7293 |
|    40.9 |   402.965 |   9.77123 |   73.8987 |
|      41 |   402.961 |   9.79238 |   74.0679 |
|    41.1 |   402.956 |   9.81354 |    74.237 |
|    41.2 |   402.952 |    9.8347 |    74.406 |
|    41.3 |   402.948 |   9.85587 |    74.575 |
|    41.4 |   402.943 |   9.87703 |   74.7438 |
|    41.5 |   402.939 |    9.8982 |   74.9126 |
|    41.6 |   402.934 |   9.91937 |   75.0813 |
|    41.7 |    402.93 |   9.94054 |   75.2499 |
|    41.8 |   402.925 |   9.96171 |   75.4185 |
|    41.9 |    402.92 |   9.98287 |    75.587 |
|      42 |   402.916 |    10.004 |   75.7554 |
|    42.1 |   402.911 |   10.0252 |   75.9238 |
|    42.2 |   402.906 |   10.0464 |   76.0922 |
|    42.3 |   402.901 |   10.0675 |   76.2605 |
|    42.4 |   402.896 |   10.0887 |   76.4287 |
|    42.5 |   402.891 |   10.1098 |   76.5969 |
|    42.6 |   402.886 |    10.131 |    76.765 |
|    42.7 |   402.881 |   10.1521 |   76.9331 |
|    42.8 |   402.876 |   10.1732 |   77.1011 |
|    42.9 |   402.871 |   10.1944 |   77.2691 |
|      43 |   402.865 |   10.2155 |    77.437 |
|    43.1 |    402.86 |   10.2366 |   77.6049 |
|    43.2 |   402.855 |   10.2576 |   77.7727 |
|    43.3 |   402.849 |   10.2787 |   77.9405 |
|    43.4 |   402.844 |   10.2998 |   78.1082 |
|    43.5 |   402.838 |   10.3208 |   78.2758 |
|    43.6 |   402.833 |   10.3419 |   78.4434 |
|    43.7 |   402.827 |   10.3629 |   78.6109 |
|    43.8 |   402.822 |   10.3839 |   78.7783 |
|    43.9 |   402.816 |   10.4049 |   78.9457 |
|      44 |    402.81 |   10.4259 |    79.113 |
|    44.1 |   402.805 |   10.4468 |   79.2803 |
|    44.2 |   402.799 |   10.4678 |   79.4474 |
|    44.3 |   402.793 |   10.4887 |   79.6145 |
|    44.4 |   402.787 |   10.5096 |   79.7815 |
|    44.5 |   402.782 |   10.5305 |   79.9484 |
|    44.6 |   402.776 |   10.5514 |   80.1152 |
|    44.7 |    402.77 |   10.5722 |   80.2819 |
|    44.8 |   402.765 |    10.593 |   80.4485 |
|    44.9 |   402.759 |   10.6139 |    80.615 |
|      45 |   402.753 |   10.6346 |   80.7815 |
|    45.1 |   402.747 |   10.6554 |   80.9478 |
|    45.2 |   402.742 |   10.6762 |    81.114 |
|    45.3 |   402.736 |   10.6969 |   81.2801 |
|    45.4 |    402.73 |   10.7176 |   81.4461 |
|    45.5 |   402.725 |   10.7383 |   81.6119 |
|    45.6 |   402.719 |    10.759 |   81.7777 |
|    45.7 |   402.713 |   10.7796 |   81.9433 |
|    45.8 |   402.708 |   10.8002 |   82.1088 |
|    45.9 |   402.702 |   10.8208 |   82.2742 |
|      46 |   402.697 |   10.8414 |   82.4395 |
|    46.1 |   402.691 |    10.862 |   82.6046 |
|    46.2 |   402.686 |   10.8825 |   82.7696 |
|    46.3 |   402.681 |   10.9031 |   82.9345 |
|    46.4 |   402.675 |   10.9236 |   83.0992 |
|    46.5 |    402.67 |    10.944 |   83.2638 |
|    46.6 |   402.665 |   10.9645 |   83.4283 |
|    46.7 |    402.66 |    10.985 |   83.5926 |
|    46.8 |   402.654 |   11.0054 |   83.7568 |
|    46.9 |   402.649 |   11.0258 |   83.9209 |
|      47 |   402.644 |   11.0462 |   84.0848 |
|    47.1 |   402.639 |   11.0666 |   84.2486 |
|    47.2 |   402.634 |   11.0869 |   84.4122 |
|    47.3 |   402.629 |   11.1072 |   84.5757 |
|    47.4 |   402.624 |   11.1276 |   84.7391 |
|    47.5 |    402.62 |   11.1479 |   84.9023 |
|    47.6 |   402.615 |   11.1681 |   85.0654 |
|    47.7 |    402.61 |   11.1884 |   85.2284 |
|    47.8 |   402.605 |   11.2087 |   85.3912 |
|    47.9 |   402.601 |   11.2289 |   85.5538 |
|      48 |   402.596 |   11.2491 |   85.7164 |
|    48.1 |   402.591 |   11.2693 |   85.8788 |
|    48.2 |   402.587 |   11.2895 |    86.041 |
|    48.3 |   402.582 |   11.3097 |   86.2032 |
|    48.4 |   402.578 |   11.3298 |   86.3652 |
|    48.5 |   402.573 |     11.35 |    86.527 |
|    48.6 |   402.569 |   11.3701 |   86.6887 |
|    48.7 |   402.565 |   11.3902 |   86.8503 |
|    48.8 |    402.56 |   11.4103 |   87.0118 |
|    48.9 |   402.556 |   11.4304 |   87.1731 |
|      49 |   402.552 |   11.4505 |   87.3343 |
|    49.1 |   402.548 |   11.4705 |   87.4954 |
|    49.2 |   402.543 |   11.4906 |   87.6564 |
|    49.3 |   402.539 |   11.5106 |   87.8172 |
|    49.4 |   402.535 |   11.5306 |   87.9779 |
|    49.5 |   402.531 |   11.5506 |   88.1385 |
|    49.6 |   402.527 |   11.5706 |   88.2989 |
|    49.7 |   402.523 |   11.5906 |   88.4592 |
|    49.8 |   402.519 |   11.6106 |   88.6194 |
|    49.9 |   402.515 |   11.6305 |   88.7795 |
|      50 |   402.511 |   11.6505 |   88.9395 |
|    50.1 |   402.507 |   11.6704 |   89.0994 |
|    50.2 |   402.503 |   11.6903 |   89.2591 |
|    50.3 |   402.499 |   11.7102 |   89.4187 |
|    50.4 |   402.495 |   11.7301 |   89.5782 |
|    50.5 |   402.491 |     11.75 |   89.7376 |
|    50.6 |   402.487 |   11.7699 |   89.8969 |
|    50.7 |   402.483 |   11.7897 |   90.0561 |
|    50.8 |   402.479 |   11.8096 |   90.2151 |
|    50.9 |   402.476 |   11.8294 |   90.3741 |
|      51 |   402.472 |   11.8492 |   90.5329 |
|    51.1 |   402.468 |   11.8691 |   90.6917 |
|    51.2 |   402.464 |   11.8888 |   90.8503 |
|    51.3 |    402.46 |   11.9086 |   91.0088 |
|    51.4 |   402.457 |   11.9284 |   91.1672 |
|    51.5 |   402.453 |   11.9482 |   91.3255 |
|    51.6 |   402.449 |   11.9679 |   91.4837 |
|    51.7 |   402.445 |   11.9876 |   91.6418 |
|    51.8 |   402.441 |   12.0074 |   91.7998 |
|    51.9 |   402.438 |   12.0271 |   91.9577 |
|      52 |   402.434 |   12.0468 |   92.1154 |
|    52.1 |    402.43 |   12.0665 |   92.2731 |
|    52.2 |   402.427 |   12.0861 |   92.4307 |
|    52.3 |   402.423 |   12.1058 |   92.5881 |
|    52.4 |   402.419 |   12.1254 |   92.7455 |
|    52.5 |   402.415 |   12.1451 |   92.9027 |
|    52.6 |   402.412 |   12.1647 |   93.0599 |
